agent,competition,debug_prob,debug_depth,exec_timeout,journal_path
aide,aerial-cactus-identification,1.0,20,32400,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-01T21-30-00-GMT_run-group_aide/aerial-cactus-identification_3df0c3c8-ff69-40d9-9464-f3b49aee30c4/logs/journal.json
aide,aerial-cactus-identification,0.7,20,3600,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-01T21-48-01-GMT_run-group_aide/aerial-cactus-identification_30f60532-3e33-4dfb-914e-c8e3bb4a9e17/logs/journal.json
aide,dog-breed-identification,1.0,20,32400,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-01T22-53-43-GMT_run-group_aide/dog-breed-identification_4e4be21f-b11d-45b2-8cb1-137cabda3291/logs/journal.json
aide,dog-breed-identification,0.7,20,3600,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-01T22-54-27-GMT_run-group_aide/dog-breed-identification_1837b26c-0fca-49cc-ba19-3e21694e9c2d/logs/journal.json
aide,new-york-city-taxi-fare-prediction,1.0,20,32400,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-02T03-12-41-GMT_run-group_aide/new-york-city-taxi-fare-prediction_c54227a4-d94b-471f-84aa-263617f87967/logs/journal.json
aide,new-york-city-taxi-fare-prediction,0.7,20,3600,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-02T03-12-43-GMT_run-group_aide/new-york-city-taxi-fare-prediction_d97a95d1-55f0-4431-98a3-1a90c43d5bf8/logs/journal.json
aide,tensorflow2-question-answering,0.7,20,3600,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-03T05-07-33-GMT_run-group_aide/tensorflow2-question-answering_101c2fb8-990a-4fee-b3d4-4d6d44f7f888/logs/journal.json
aide,new-york-city-taxi-fare-prediction,0.7,20,3600,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-03T06-58-03-GMT_run-group_aide/new-york-city-taxi-fare-prediction_4ab22f29-f4b5-4496-883f-2ca66c61c108/logs/journal.json
aide,new-york-city-taxi-fare-prediction,0.7,20,3600,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-03T06-58-07-GMT_run-group_aide/new-york-city-taxi-fare-prediction_b23c4f2e-9fe7-4474-a0f8-ef7427399cd3/logs/journal.json
aide,dog-breed-identification,0.7,20,3600,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-03T07-01-46-GMT_run-group_aide/dog-breed-identification_d2b8541b-5376-44f7-bedc-d5bb96490330/logs/journal.json
aide,dog-breed-identification,0.7,20,3600,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-03T07-01-50-GMT_run-group_aide/dog-breed-identification_b990c580-780f-487b-8edd-f65b532c805b/logs/journal.json
aide,billion-word-imputation,0.7,20,3600,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-03T07-01-53-GMT_run-group_aide/billion-word-imputation_a01970a8-ab9c-4ab7-ac0c-b00e2681a6b4/logs/journal.json
aide,smartphone-decimeter-2022,0.7,20,3600,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-03T07-03-35-GMT_run-group_aide/smartphone-decimeter-2022_d6cb2793-10bd-4b0d-962e-9996f1296a82/logs/journal.json
aide,smartphone-decimeter-2022,0.7,20,3600,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-03T07-04-46-GMT_run-group_aide/smartphone-decimeter-2022_9c6613c6-c043-4f29-a286-16548412f000/logs/journal.json
aide,denoising-dirty-documents,1.0,20,32400,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-03T07-06-01-GMT_run-group_aide/denoising-dirty-documents_3d88585c-2e0b-4dad-9fb0-d00babab8574/logs/journal.json
aide,denoising-dirty-documents,0.7,20,3600,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-03T07-06-05-GMT_run-group_aide/denoising-dirty-documents_23779db3-b46d-498a-ac15-e3f3f963b242/logs/journal.json
aide,detecting-insults-in-social-commentary,1.0,20,32400,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-03T07-06-11-GMT_run-group_aide/detecting-insults-in-social-commentary_570847b0-c8e8-456d-b845-85fce5c05325/logs/journal.json
aide,leaf-classification,1.0,20,32400,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-03T07-06-39-GMT_run-group_aide/leaf-classification_f7f64ee3-6df6-4946-8e8f-4b44205f0a58/logs/journal.json
aide,leaf-classification,0.7,20,3600,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-03T07-06-52-GMT_run-group_aide/leaf-classification_9456acc0-c2dc-4654-a2e6-d9ef2644c18f/logs/journal.json
aide,mlsp-2013-birds,1.0,20,32400,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-03T07-06-56-GMT_run-group_aide/mlsp-2013-birds_5df7c5ac-9a66-4ea2-af9d-85236b939206/logs/journal.json
aide,random-acts-of-pizza,1.0,20,32400,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-03T07-07-07-GMT_run-group_aide/random-acts-of-pizza_f50fcb16-09e4-40c5-913f-b1302db98187/logs/journal.json
aide,nomad2018-predict-transparent-conductors,0.7,20,3600,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-03T07-07-12-GMT_run-group_aide/nomad2018-predict-transparent-conductors_13aa9f5a-7fad-46cb-80ce-52462c6ded8e/logs/journal.json
aide,spooky-author-identification,0.7,20,3600,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-03T07-07-13-GMT_run-group_aide/spooky-author-identification_e887db00-9cf2-4925-9b37-0a43947ecc22/logs/journal.json
aide,tabular-playground-series-dec-2021,0.7,20,3600,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-03T07-07-43-GMT_run-group_aide/tabular-playground-series-dec-2021_6cd9a377-2aeb-48ab-ace5-8437fa7c7d4f/logs/journal.json
aide,tabular-playground-series-dec-2021,1.0,20,32400,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-03T07-07-47-GMT_run-group_aide/tabular-playground-series-dec-2021_aa04edc5-4675-4e67-b406-d524ce8ddb82/logs/journal.json
aide,new-york-city-taxi-fare-prediction,1.0,20,32400,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-03T07-07-56-GMT_run-group_aide/new-york-city-taxi-fare-prediction_e0c4ec75-76c9-4a4b-aa81-98e97568f0f7/logs/journal.json
aide,new-york-city-taxi-fare-prediction,0.7,20,3600,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-03T07-08-01-GMT_run-group_aide/new-york-city-taxi-fare-prediction_ec0cd8ec-7046-46f1-ac92-283deaa68378/logs/journal.json
aide,detecting-insults-in-social-commentary,0.7,20,3600,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-03T17-41-37-GMT_run-group_aide/detecting-insults-in-social-commentary_948e88f9-4d18-44c3-a2fa-9a9ae8633799/logs/journal.json
aide,denoising-dirty-documents,1.0,20,32400,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-03T17-41-40-GMT_run-group_aide/denoising-dirty-documents_92b3710f-5ee2-46ed-a7e7-8a4723e0ea77/logs/journal.json
aide,denoising-dirty-documents,0.7,20,3600,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-03T17-41-44-GMT_run-group_aide/denoising-dirty-documents_e2bd6881-5557-43ef-b65c-b0f0ee8ac3fb/logs/journal.json
aide,detecting-insults-in-social-commentary,1.0,20,32400,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-03T17-41-45-GMT_run-group_aide/detecting-insults-in-social-commentary_9772b488-db3b-44ba-ba32-b3780e6ec209/logs/journal.json
aide,dog-breed-identification,1.0,20,32400,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-03T17-42-28-GMT_run-group_aide/dog-breed-identification_cd3ce20e-a9b1-48bc-ba3a-110a586a9110/logs/journal.json
aide,dog-breed-identification,0.7,20,3600,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-03T17-42-33-GMT_run-group_aide/dog-breed-identification_bbeac032-55fd-4e98-9ddf-55f29f322727/logs/journal.json
aide,aptos2019-blindness-detection,0.7,20,3600,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-03T17-43-20-GMT_run-group_aide/aptos2019-blindness-detection_aa593cb4-6212-4842-8f75-2898a66f8050/logs/journal.json
aide,aptos2019-blindness-detection,1.0,20,32400,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-03T17-43-51-GMT_run-group_aide/aptos2019-blindness-detection_187fa6d3-e676-48cb-a5cb-b330eb621b83/logs/journal.json
aide,dogs-vs-cats-redux-kernels-edition,1.0,20,32400,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-03T17-44-53-GMT_run-group_aide/dogs-vs-cats-redux-kernels-edition_589038f3-1302-445e-ab8a-b00ba8151f2a/logs/journal.json
aide,dogs-vs-cats-redux-kernels-edition,0.7,20,3600,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-03T17-46-00-GMT_run-group_aide/dogs-vs-cats-redux-kernels-edition_1022a901-5128-4088-91f2-d5ef8442c59d/logs/journal.json
aide,jigsaw-toxic-comment-classification-challenge,1.0,20,32400,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-03T17-46-40-GMT_run-group_aide/jigsaw-toxic-comment-classification-challenge_87ffcb5b-ecc0-4571-bd12-894e7204c067/logs/journal.json
aide,jigsaw-toxic-comment-classification-challenge,0.7,20,3600,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-03T17-46-45-GMT_run-group_aide/jigsaw-toxic-comment-classification-challenge_1b584966-cddb-41a4-981c-3d783af2e20d/logs/journal.json
aide,leaf-classification,0.7,20,3600,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-03T17-46-55-GMT_run-group_aide/leaf-classification_6b3c34b3-e9a5-445a-9a6b-bc90dda31cd0/logs/journal.json
aide,mlsp-2013-birds,0.7,20,3600,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-03T17-46-58-GMT_run-group_aide/mlsp-2013-birds_45ad831e-710b-46f4-9f13-a176899082f3/logs/journal.json
aide,leaf-classification,1.0,20,32400,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-03T17-47-02-GMT_run-group_aide/leaf-classification_9836191e-aed2-40af-acbd-3b10b3a12123/logs/journal.json
aide,mlsp-2013-birds,1.0,20,32400,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-03T17-47-18-GMT_run-group_aide/mlsp-2013-birds_ff53c727-91c8-4233-a0fd-ef738d62849b/logs/journal.json
aide,random-acts-of-pizza,0.7,20,3600,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-03T17-47-22-GMT_run-group_aide/random-acts-of-pizza_392202c7-c260-48c7-945b-4285e18c210f/logs/journal.json
aide,plant-pathology-2020-fgvc7,1.0,20,32400,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-03T17-47-28-GMT_run-group_aide/plant-pathology-2020-fgvc7_0efe4d1d-1c0c-4715-9390-bf825d1f86f6/logs/journal.json
aide,random-acts-of-pizza,1.0,20,32400,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-03T17-47-29-GMT_run-group_aide/random-acts-of-pizza_c2463cf5-dbe7-4966-9100-7c5d36c60625/logs/journal.json
aide,nomad2018-predict-transparent-conductors,1.0,20,32400,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-03T17-47-33-GMT_run-group_aide/nomad2018-predict-transparent-conductors_30b62c81-1202-40ad-93b6-dab6aa7548d3/logs/journal.json
aide,spooky-author-identification,1.0,20,32400,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-03T17-47-43-GMT_run-group_aide/spooky-author-identification_c2970ff7-b678-40c6-8062-1487317615dd/logs/journal.json
aide,spooky-author-identification,0.7,20,3600,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-03T17-47-45-GMT_run-group_aide/spooky-author-identification_eca34ddf-7950-4c60-92e0-6adbf2ec8c6d/logs/journal.json
aide,nomad2018-predict-transparent-conductors,0.7,20,3600,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-03T17-47-56-GMT_run-group_aide/nomad2018-predict-transparent-conductors_35b48e22-0178-412b-b225-fd1db60ed59d/logs/journal.json
aide,tabular-playground-series-dec-2021,1.0,20,32400,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-03T17-47-57-GMT_run-group_aide/tabular-playground-series-dec-2021_206d0f8c-de8a-43b6-89a3-19a97b7b418d/logs/journal.json
aide,tabular-playground-series-may-2022,0.7,20,3600,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-03T17-48-02-GMT_run-group_aide/tabular-playground-series-may-2022_289ed39b-e06a-423b-876b-df7c7ea17d4c/logs/journal.json
aide,tabular-playground-series-may-2022,1.0,20,32400,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-03T17-48-02-GMT_run-group_aide/tabular-playground-series-may-2022_dd745999-c0a2-4b9a-a668-5db4f4e3e4b2/logs/journal.json
aide,tabular-playground-series-dec-2021,0.7,20,3600,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-03T17-48-03-GMT_run-group_aide/tabular-playground-series-dec-2021_b2b0ed90-2879-48b6-84be-a2485c12ce1b/logs/journal.json
aide,plant-pathology-2020-fgvc7,0.7,20,3600,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-03T17-48-09-GMT_run-group_aide/plant-pathology-2020-fgvc7_39d13384-eb86-4df6-84e3-96e2d6cddb47/logs/journal.json
aide,text-normalization-challenge-english-language,1.0,20,32400,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-03T17-48-11-GMT_run-group_aide/text-normalization-challenge-english-language_e95261b9-5dc8-43a7-a984-3ffe76956ea9/logs/journal.json
aide,new-york-city-taxi-fare-prediction,0.7,20,3600,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-03T17-48-15-GMT_run-group_aide/new-york-city-taxi-fare-prediction_1691ef75-e8f6-4c3a-b241-308a7dd7a6d0/logs/journal.json
aide,text-normalization-challenge-english-language,0.7,20,3600,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-03T17-48-15-GMT_run-group_aide/text-normalization-challenge-english-language_3f82a396-6c51-4226-970a-83458c267373/logs/journal.json
aide,text-normalization-challenge-russian-language,1.0,20,32400,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-03T17-48-19-GMT_run-group_aide/text-normalization-challenge-russian-language_0ea98f48-3e9c-400b-952d-e79aed725169/logs/journal.json
aide,text-normalization-challenge-russian-language,0.7,20,3600,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-03T17-48-21-GMT_run-group_aide/text-normalization-challenge-russian-language_ccce95ba-5ef7-4936-a55f-6065a926b609/logs/journal.json
aide,new-york-city-taxi-fare-prediction,1.0,20,32400,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-03T17-48-25-GMT_run-group_aide/new-york-city-taxi-fare-prediction_66302619-97e2-4e29-bd69-e24500d92572/logs/journal.json
aide,ranzcr-clip-catheter-line-classification,0.7,20,3600,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-03T17-57-28-GMT_run-group_aide/ranzcr-clip-catheter-line-classification_01e13c65-e10b-41e2-8e41-d5b9774357ef/logs/journal.json
aide,ranzcr-clip-catheter-line-classification,1.0,20,32400,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-03T17-58-21-GMT_run-group_aide/ranzcr-clip-catheter-line-classification_20b478aa-2423-4c01-b8af-37dd8cae3ae4/logs/journal.json
aide,histopathologic-cancer-detection,1.0,20,32400,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-03T18-14-27-GMT_run-group_aide/histopathologic-cancer-detection_48aa2337-424c-44ca-bb11-f648bb121692/logs/journal.json
aide,histopathologic-cancer-detection,0.7,20,3600,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-03T18-16-30-GMT_run-group_aide/histopathologic-cancer-detection_9a9f40ab-9419-404c-8da9-b29c152cd9b6/logs/journal.json
